abilities,number of ability,against,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,basic,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Static', 'Lightningrod', 'Minus']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,575,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,Manectric,50,310,135,80,135,electric,,40.2,3,0
"['Plus', 'Lightningrod']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,50,5120,70,405,200,Cheering Pokémon,40,1000000,0.4,60,Plusle,50,311,85,75,95,electric,,4.2,3,0
"['Minus', 'Volt Absorb']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,40,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,60,Minun,50,312,75,85,95,electric,,4.2,3,0
"['Illuminate', 'Swarm', 'Prankster']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,73,3840,70,430,150,Firefly Pokémon,75,600000,0.7,65,Volbeat,100,313,47,85,85,bug,,17.7,3,0
"['Oblivious', 'Tinted Lens', 'Prankster']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,430,47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,Illumise,0,314,73,85,85,bug,,17.7,3,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",3,,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,400,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,Roselia,50,315,100,80,65,grass,poison,2,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",3,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,302,43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,Gulpin,50,316,43,53,40,poison,,10.3,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",3,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,467,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,Swalot,50,317,73,83,55,poison,,80,3,0
"['Rough Skin', 'Speed Boost']",2,,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,305,90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,Carvanha,50,318,65,20,65,water,dark,20.8,3,0
"['Rough Skin', 'Speed Boost']",2,,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,560,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,Sharpedo,50,319,110,65,105,water,dark,88.8,3,0
"['Water Veil', 'Oblivious', 'Pressure']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,400,70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2,130,Wailmer,50,320,70,35,60,water,,130,3,0
"['Water Veil', 'Oblivious', 'Pressure']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,Wailord,50,321,90,45,60,water,,398,3,0
"['Oblivious', 'Simple', 'Own Tempo']",3,,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,305,60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,Numel,50,322,65,45,35,fire,ground,24,3,0
"['Magma Armor', 'Solid Rock', 'Anger Point']",3,,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,560,120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,Camerupt,50,323,145,105,20,fire,ground,220,3,0
"['White Smoke', 'Drought', 'Shell Armor']",3,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,470,85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,Torkoal,50,324,85,70,20,fire,,80.4,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,330,25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,Spoink,50,325,70,80,60,psychic,,30.6,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,470,45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,Grumpig,50,326,90,110,80,psychic,,71.5,3,0
"['Own Tempo', 'Tangled Feet', 'Contrary']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,Spinda,50,327,60,60,60,normal,,5,3,0
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",3,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,290,100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,Trapinch,50,328,45,45,10,ground,,15,3,0
['Levitate'],1,,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,340,70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,Vibrava,50,329,50,50,70,ground,dragon,15.3,3,0
['Levitate'],1,,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,520,100,5120,70,520,45,Mystic Pokémon,80,1059860,2,80,Flygon,50,330,80,80,100,ground,dragon,82,3,0
"['Sand Veil', 'Water Absorb']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,335,85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,Cacnea,50,331,85,40,35,grass,,51.3,3,0
"['Sand Veil', 'Water Absorb']",2,,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,475,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,Cacturne,50,332,115,60,55,grass,dark,77.4,3,0
"['Natural Cure', 'Cloud Nine']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,310,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,Swablu,50,333,40,75,50,normal,flying,1.2,3,0
"['Natural Cure', 'Cloud Nine']",2,,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,590,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0
"['Immunity', 'Toxic Boost']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,458,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,Zangoose,50,335,60,60,90,normal,,40.3,3,0
"['Shed Skin', 'Infiltrator']",2,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,458,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,Seviper,50,336,100,60,65,poison,,52.5,3,0
['Levitate'],1,,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,460,55,6400,70,460,45,Meteorite Pokémon,65,800000,1,90,Lunatone,,337,95,85,70,rock,psychic,168,3,0
['Levitate'],1,,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,460,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrock,,338,55,65,70,rock,psychic,154,3,0
"['Oblivious', 'Anticipation', 'Hydration']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,288,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,Barboach,50,339,46,41,60,water,ground,1.9,3,0
"['Oblivious', 'Anticipation', 'Hydration']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,468,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,Whiscash,50,340,76,71,60,water,ground,23.6,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,308,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,Corphish,50,341,50,35,35,water,,11.5,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",3,,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,468,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0
['Levitate'],1,,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,300,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0
['Levitate'],1,,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,500,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Claydol,,344,70,120,75,ground,psychic,108,3,0
"['Suction Cups', 'Storm Drain']",2,,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,355,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1,66,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0
"['Suction Cups', 'Storm Drain']",2,,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,495,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0
"['Battle Armor', 'Swift Swim']",2,,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,355,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0
"['Battle Armor', 'Swift Swim']",2,,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,495,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0
"['Swift Swim', 'Oblivious', 'Adaptability']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,200,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,Feebas,50,349,10,55,80,water,,7.4,3,0
"['Marvel Scale', 'Competitive', 'Cute Charm']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,540,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,Milotic,50,350,100,125,81,water,,162,3,0
['Forecast'],1,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,420,70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,Castform,50,351,70,70,70,normal,,0.8,3,0
"['Color Change', 'Protean']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,440,90,5120,70,440,200,Color Swap Pokémon,70,1059860,1,60,Kecleon,50,352,60,120,40,normal,,22,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",3,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,295,75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,Shuppet,50,353,63,33,45,ghost,,2.3,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",3,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,555,165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,Banette,50,354,93,83,75,ghost,,12.5,3,0
"['Levitate', 'Frisk']",2,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,295,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,Duskull,50,355,30,90,25,ghost,,15,3,0
"['Pressure', 'Frisk']",2,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,455,70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,Dusclops,50,356,60,130,25,ghost,,30.6,3,0
"['Chlorophyll', 'Solar Power', 'Harvest']",3,,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,460,68,6400,70,460,200,Fruit Pokémon,83,1250000,2,99,Tropius,50,357,72,87,51,grass,flying,100,3,0
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,455,50,6400,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,Chimecho,50,358,95,90,65,psychic,,1,3,0
"['Pressure', 'Super Luck', 'Justified']",3,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,565,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,Absol,50,359,115,60,115,dark,,47,3,0
"['Shadow Tag', 'Telepathy']",2,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,260,23,5120,70,260,125,Bright Pokémon,48,1000000,0.6,95,Wynaut,50,360,23,48,23,psychic,,14,3,0
"['Inner Focus', 'Ice Body', 'Moody']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,300,50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,Snorunt,50,361,50,50,50,ice,,16.8,3,0
"['Inner Focus', 'Ice Body', 'Moody']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,580,120,5120,70,580,75,Face Pokémon,80,1000000,1.5,80,Glalie,50,362,120,80,100,ice,,256.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",3,,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,290,40,5120,70,290,255,Clap Pokémon,50,1059860,0.8,70,Spheal,50,363,55,50,25,ice,water,39.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",3,,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,410,60,5120,70,410,120,Ball Roll Pokémon,70,1059860,1.1,90,Sealeo,50,364,75,70,45,ice,water,87.6,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",3,,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,530,80,5120,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,Walrein,50,365,95,90,65,ice,water,150.6,3,0
"['Shell Armor', 'Rattled']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,345,64,5120,70,345,255,Bivalve Pokémon,85,600000,0.4,35,Clamperl,50,366,74,55,32,water,,52.5,3,0
"['Swift Swim', 'Water Veil']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,485,104,5120,70,485,60,Deep Sea Pokémon,105,600000,1.7,55,Huntail,50,367,94,75,52,water,,27,3,0
"['Swift Swim', 'Hydration']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,485,84,5120,70,485,60,South Sea Pokémon,105,600000,1.8,55,Gorebyss,50,368,114,75,52,water,,22.6,3,0
"['Swift Swim', 'Rock Head', 'Sturdy']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,485,90,10240,70,485,25,Longevity Pokémon,130,1250000,1,100,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0
"['Swift Swim', 'Hydration']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,330,30,5120,70,330,225,Rendezvous Pokémon,55,800000,0.6,43,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0
"['Rock Head', 'Sheer Force']",2,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,75,10240,35,300,45,Rock Head Pokémon,60,1250000,0.6,45,Bagon,50,371,40,30,50,dragon,,42.1,3,0
"['Rock Head', 'Overcoat']",2,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,95,10240,35,420,45,Endurance Pokémon,100,1250000,1.1,65,Shelgon,50,372,60,50,50,dragon,,110.5,3,0
"['Intimidate', 'Moxie']",2,,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,700,145,10240,35,700,45,Dragon Pokémon,130,1250000,1.5,95,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0
"['Clear Body', 'Light Metal']",2,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,300,55,10240,35,300,3,Iron Ball Pokémon,80,1250000,0.6,40,Beldum,,374,35,60,30,steel,psychic,95.2,3,0
"['Clear Body', 'Light Metal']",2,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,420,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,Metang,,375,55,80,50,steel,psychic,202.5,3,0
"['Clear Body', 'Light Metal']",2,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,700,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,Metagross,,376,105,110,110,steel,psychic,550,3,0
"['Clear Body', 'Sturdy']",2,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,580,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,Regirock,,377,50,100,50,rock,,230,3,1
"['Clear Body', 'Ice Body']",2,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,580,50,20480,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,Regice,,378,100,200,50,ice,,175,3,1
"['Clear Body', 'Light Metal']",2,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,580,75,20480,35,580,3,Iron Pokémon,150,1250000,1.9,80,Registeel,,379,75,150,50,steel,,205,3,1
['Levitate'],1,,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,700,100,30720,90,700,3,Eon Pokémon,120,1250000,1.4,80,Latias,0,380,140,150,110,dragon,psychic,40,3,1
['Levitate'],1,,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,700,130,30720,90,700,3,Eon Pokémon,100,1250000,2,80,Latios,100,381,160,120,110,dragon,psychic,60,3,1
['Drizzle'],1,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,770,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,Kyogre,,382,180,160,90,water,,352,3,1
['Drought'],1,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,770,180,30720,0,770,3,Continent Pokémon,160,1250000,3.5,100,Groudon,,383,150,90,90,ground,,950,3,1
['Air Lock'],1,,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,780,180,30720,0,780,45,Sky High Pokémon,100,1250000,7,105,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1
['Serene Grace'],1,,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,600,100,30720,100,600,3,Wish Pokémon,100,1250000,0.3,100,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1
['Pressure'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,95,30720,0,600,3,DNA Pokémon,90,1250000,1.7,50,Deoxys,,386,95,90,180,psychic,,60.8,3,1
"['Overgrow', 'Shell Armor']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,68,5120,70,318,45,Tiny Leaf Pokémon,64,1059860,0.4,55,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0
"['Overgrow', 'Shell Armor']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,89,5120,70,405,45,Grove Pokémon,85,1059860,1.1,75,Grotle,88.1,388,55,65,36,grass,,97,4,0
"['Overgrow', 'Shell Armor']",2,,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,525,109,5120,70,525,45,Continent Pokémon,105,1059860,2.2,95,Torterra,88.1,389,75,85,56,grass,ground,310,4,0
"['Blaze', 'Iron Fist']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,58,5120,70,309,45,Chimp Pokémon,44,1059860,0.5,44,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0
"['Blaze', 'Iron Fist']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,405,78,5120,70,405,45,Playful Pokémon,52,1059860,0.9,64,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0
"['Blaze', 'Iron Fist']",2,,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,534,104,5120,70,534,45,Flame Pokémon,71,1059860,1.2,76,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0
"['Torrent', 'Defiant']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,51,5120,70,314,45,Penguin Pokémon,53,1059860,0.4,53,Piplup,88.1,393,61,56,40,water,,5.2,4,0
"['Torrent', 'Defiant']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,66,5120,70,405,45,Penguin Pokémon,68,1059860,0.8,64,Prinplup,88.1,394,81,76,50,water,,23,4,0
"['Torrent', 'Defiant']",2,,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,530,86,5120,70,530,45,Emperor Pokémon,88,1059860,1.7,84,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0
"['Keen Eye', 'Reckless']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,245,55,3840,70,245,255,Starling Pokémon,30,1059860,0.3,40,Starly,50,396,30,30,60,normal,flying,2,4,0
"['Intimidate', 'Reckless']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,340,75,3840,70,340,120,Starling Pokémon,50,1059860,0.6,55,Staravia,50,397,40,40,80,normal,flying,15.5,4,0
"['Intimidate', 'Reckless']",2,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,485,120,3840,70,485,45,Predator Pokémon,70,1059860,1.2,85,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,250,45,3840,70,250,255,Plump Mouse Pokémon,40,1000000,0.5,59,Bidoof,50,399,35,40,31,normal,,20,4,0
"['Simple', 'Unaware', 'Moody']",3,,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,410,85,3840,70,410,127,Beaver Pokémon,60,1000000,1,79,Bibarel,50,400,55,60,71,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",2,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,194,25,3840,70,194,255,Cricket Pokémon,41,1059860,0.3,37,Kricketot,50,401,25,41,25,bug,,2.2,4,0
"['Swarm', 'Technician']",2,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,384,85,3840,70,384,45,Cricket Pokémon,51,1059860,1,77,Kricketune,50,402,55,51,65,bug,,25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,263,65,5120,70,263,235,Flash Pokémon,34,1059860,0.5,45,Shinx,50,403,40,34,45,electric,,9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,363,85,5120,100,363,120,Spark Pokémon,49,1059860,0.9,60,Luxio,50,404,60,49,60,electric,,30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,523,120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,1.4,80,Luxray,50,405,95,79,70,electric,,42,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",3,,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,280,30,5120,70,280,255,Bud Pokémon,35,1059860,0.2,40,Budew,50,406,50,70,55,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",3,,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,515,70,5120,70,515,75,Bouquet Pokémon,65,1059860,0.9,60,Roserade,50,407,125,105,90,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",2,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,350,125,7680,70,350,45,Head Butt Pokémon,40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0
"['Mold Breaker', 'Sheer Force']",2,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,495,165,7680,70,495,45,Head Butt Pokémon,60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0
"['Sturdy', 'Soundproof']",2,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,350,42,7680,70,350,45,Shield Pokémon,118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0
"['Sturdy', 'Soundproof']",2,,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,495,52,7680,70,495,45,Shield Pokémon,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",2,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,224,29,3840,70,224,120,Bagworm Pokémon,45,1000000,0.2,40,Burmy,50,412,29,45,36,bug,,3.4,4,0
"['Anticipation', 'Overcoat']",2,,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,424,69,3840,70,424,45,Bagworm Pokémon,95,1000000,0.5,60,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,424,94,3840,70,424,45,Moth Pokémon,50,1000000,0.9,70,Mothim,100,414,94,50,66,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,244,30,3840,70,244,120,Tiny Bee Pokémon,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",2,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,474,80,3840,70,474,45,Beehive Pokémon,102,1059860,1.2,70,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0
